year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold
2012,HYUNDAI,I20,Active PB,Hatchback,Automatic,Petrol,260239,5.0,MALBB51CMDM451306,Unlicensed,Unregistered,4,1.4,Red,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9067371/motor-vehicles-motor-cycles/2012-hyundai-i20-active-pb-automatic-hatchback,"Large Scuff on Various panels
Paint fading Various panels
Engine Oil Leak
Airbag light ON
Medium Scratch on various panels
Door card Worn.",13,"$1,200",10 March 2026
2005,MERCEDES,Benz,C-Class C180 K Classic W203,Sedan,Automatic,Petrol,202017,5.0,WDC2030462R190825,"Unlicensed, Plates to be remove",Unregistered,4,1.8,Black,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9067369/motor-vehicles-motor-cycles/2005-mercedes-benz-c-class-c180-k-classic-w203-automatic-sedan,"Airbag light ON
Hood Lining Sagging
Damaged LH taillight
Marks in boot
Medium Scratch on various panels
Dents or marks on body consistent with age and kilometres.",11,$800,10 March 2026
2014,FORD,Ranger,XL 4X2 Hi-Rider PX,Cab Chassis,Automatic,Diesel,254438,2.0,MNAUMAF80EW273048,1HKL168,Unregistered,4,2.2,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067368/motor-vehicles-motor-cycles/2014-ford-ranger-xl-4x2-hi-rider-px-turbo-diesel-automatic-cab-chassis,"Door card Damaged.
Large Dent on Front left fender
Body/panel damage Front bumper and grille
Seat Torn Driver",48,"$3,351",10 March 2026
2010,AUDI,A5,3.0 TDI Quattro 8T,Coupe,Automatic,Diesel,230754,5.0,WAUZZZ8T6AA060924,1DIL353,Unregistered,6,3.0,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067367/motor-vehicles-motor-cycles/2010-audi-a5-3-0-tdi-quattro-8t-turbo-diesel-automatic-coupe,"Hood Lining Sagging
Large Scratch on Bonnet
Medium Dent on Front left fender",80,"$4,950",10 March 2026
2015,HOLDEN,Captiva,7 LTZ AWD CG II,Wagon,Automatic,Petrol,187727,7.0,KL3CD2659GB505465,1GRY981,27-03-2026,6,3.0,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9067366/motor-vehicles-motor-cycles/2015-holden-captiva-7-ltz-awd-cg-ii-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various panels
Paint fading on various panels",42,"$3,100",10 March 2026
2015,CITROEN,Grand,C4 Picasso Exclusive,Wagon,Automatic,Diesel,142704,7.0,VF73AAHXTFJ845382,1GDV798,Unregistered,4,2.0,Red,Multi,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9067365/motor-vehicles-motor-cycles/2015-citroen-grand-c4-picasso-exclusive-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Airbag light ON
Other Warning light ON",82,"$5,700",10 March 2026
2008,TOYOTA,Hilux,(4x2) SR KUN16R Dual,Cab Chassis,Manual,Diesel,306295,5.0,MR0EZ12G104006458,1DDS303,Unregistered,4,3.0,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067364/motor-vehicles-motor-cycles/2008-toyota-hilux-4x2-sr-kun16r-turbo-diesel-manual-dual-cab,Dents or marks on body consistent with age and kilometres.,81,"$5,800",10 March 2026
2007,BMW,1,Series 120i E87,Hatchback,Automatic,Petrol,142170,5.0,WBAUD32050PF46921,No plates,Unregistered,4,2.0,Light Blue,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60050318/motor-vehicles-motor-cycles/2007-bmw-1-series-120i-e87-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,38,"$3,150",11 March 2026
2009,MITSUBISHI,Pajero,GLS NT,Wagon,Manual,Diesel,438382,7.0,JMFLNV98W9J000250,Unlicensed,Unregistered,4,3.2,Charcoal,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067363/motor-vehicles-motor-cycles/2009-mitsubishi-pajero-gls-nt-turbo-diesel-manual-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Traction control light ON
Clutch needs replacing.",50,"$2,409",10 March 2026
2012,OPEL,Astra,SELECT PJ,Hatchback,Automatic,Petrol,164618,5.0,W0LPE6EJXD8012361,1EJV704,16-04-2026,4,1.6,Silver,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067362/motor-vehicles-motor-cycles/2012-opel-astra-select-pj-automatic-hatchback,"Medium Dent on Front left quater panel
Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging",23,"$2,300",10 March 2026
2014,MAZDA,Cx-5,Maxx Sport KE,Wagon,Automatic,Diesel,189467,5.0,JM0KE102100278244,1EUG764,21-05-2026,4,2.2,Dark Grey,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9067359/motor-vehicles-motor-cycles/2014-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading on various panels",131,"$7,900",10 March 2026
2012,NISSAN,Navara,4x4 ST-X550 D40 Dual,Cab Chassis,Automatic,Diesel,249248,5.0,VSKCAND40A0462146,1EBV583,Unregistered,6,3.0,Black,Black,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9067353/motor-vehicles-motor-cycles/2012-nissan-navara-4x4-st-x550-d40-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Paint peeling Various panels
Medium Dent on Various panels
Seat Torn Driver’s
Windscreen Chipped or Cracked.
Medium Scuff on Various panels",150,"$9,200",10 March 2026
2019,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,152860,5.0,MR0KA3CD101240997,1GZY167,24-03-2026,4,2.8,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9067352/motor-vehicles-motor-cycles/2019-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Large Dent on Roof
Damaged Both headlights
Dents or marks on body consistent with age and kilometres.",183,"$18,900",10 March 2026
2006,AUDI,Q7,3.0 TDI quattro,Wagon,Automatic,Diesel,291030,7.0,WAUZZZ4L47D028499,1HBJ984,24-03-2026,6,3.0,Black,Black Leather,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9067351/motor-vehicles-motor-cycles/2006-audi-q7-3-0-tdi-quattro-turbo-diesel-automatic-7-seats-wagon,"Radio Not Working
Reverse Camera Not Working
Airbag light ON
Windscreen Chipped or Cracked.
Paint peeling Boot
Front Seat worn driver side
Dents or marks on body consistent with age and kilometres.
Paint fading on various panels
Medium Scratch on various panels
Medium Dent on various panels",38,"$2,400",10 March 2026
2015,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,243150,5.0,MR0KA3CD401188362,1EYP931,06-05-2026,4,2.8,White,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067350/motor-vehicles-motor-cycles/2015-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels",131,"$15,500",10 March 2026
2006,SUBARU,Outback,2.5i B4A,Wagon,Manual,Petrol,294807,5.0,JF2BP9KKB7G053103,1CNG881,06-05-2026,4,2.5,Blue,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067349/motor-vehicles-motor-cycles/2006-subaru-outback-2-5i-b4a-manual-wagon,"Flat Battery. Jump start or towing required
Dash Torn or Cracked
Large Dent on Rear bumper
Damaged RH Taillight
Paint fading Various panels
Large Scratch on Various panels
Dents or marks on body consistent with age and kilometres.
Large Dent on rear bumper",10,$509,10 March 2026
2007,HOLDEN,Epica,CDXi EP,Sedan,Automatic,Petrol,215766,5.0,KL3LA69LJ7B086996,1CTH683,26-02-2026,6,2.5,Silver,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067346/motor-vehicles-motor-cycles/2007-holden-epica-cdxi-ep-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine Smoke visible
Medium Scuff on Left side all over
Airbag light ON
front Cracked bumper.
Paint fading various panels
Paint cracked front bumper",7,$700,10 March 2026
2002,FORD,Escape,XLS BA,Wagon,Automatic,Petrol,189926,5.0,JC0YU021721106862,1BFE756,13-04-2026,6,3.0,Red,Cream,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067345/motor-vehicles-motor-cycles/2002-ford-escape-xls-ba-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Medium Scratch on Various panels
Door Mirror Broken Left side",11,$709,10 March 2026
2008,LEXUS,Rx,RX350 SPORTS LUXURY GSU35R,Wagon,Automatic,Petrol,285545,5.0,JTJHK31U402857469,1CVQ821,24-09-2026,6,3.5,White,Cream Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067343/motor-vehicles-motor-cycles/2008-lexus-rx-rx350-sports-luxury-gsu35r-automatic-wagon,Dents or marks on body consistent with age and kilometres.,40,"$3,500",10 March 2026
2008,FORD,Territory,TS SY,Wagon,Automatic,Petrol,184203,5.0,6FPAAAJGAT8R52638,Unlicensed,Unregistered,6,4.0,Dark Blue,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067336/motor-vehicles-motor-cycles/2008-ford-territory-ts-sy-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Door card Worn.
Hood Lining Sagging
Front Seat worn drivers",14,$909,10 March 2026
2010,HOLDEN,Ute,SV6 VE,Ute,Manual,Petrol,271610,2.0,6G1EK4EV7AL464958,Unlicensed,Unregistered,6,3.6,Green,Grey,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9067335/motor-vehicles-motor-cycles/2010-holden-ute-sv6-ve-manual-ute,"Seat Torn Driver
Front Seat worn Both
Engine light ON
Airbag light ON
Paint peeling Various panels
Engine Oil Leak
Large Scuff on Various panels
Hood Lining Sagging
Dents or marks on body consistent with age and kilometres.
Medium Scratch on various panels",19,"$1,009",10 March 2026
2005,HONDA,Civic,GLi 7th Gen,Sedan,Manual,Petrol,189526,5.0,MRHES15505P020020,1BYJ386,21-04-2026,4,1.7,Maroon,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067334/motor-vehicles-motor-cycles/2005-honda-civic-gli-7th-gen-manual-sedan,"Windscreen Chipped or Cracked.
Paint fading Various panels
Paint cracked Rear bumper
Medium Scratch on various panels
Dents or marks on body consistent with age and kilometres.",44,"$2,500",10 March 2026
2017,MITSUBISHI,Triton,4X4 GLX+ L E MQ Dual,Cab Chassis,Manual,Diesel,209945,5.0,MMAJJKL10HH013070,No plates,Unregistered,4,2.4,Grey,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60050315/motor-vehicles-motor-cycles/2017-mitsubishi-triton-4x4-glx-l-e-mq-turbo-diesel-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,1,"$12,500",11 March 2026
2014,HYUNDAI,Genesis,SENSORY PACK DH,Sedan,Automatic,Petrol,158637,5.0,KMHGN41EMFU046604,No plates,Unregistered,6,3.8,Grey,Black Leather,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60050306/motor-vehicles-motor-cycles/2014-hyundai-genesis-sensory-pack-dh-automatic-8-speed-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,119,"$11,300",11 March 2026
2009,ISUZU,D-max,4X2 LS Dual,Cab Chassis,Automatic,Diesel,244058,5.0,MPATFR85H9T100704,No plates,Unregistered,4,3.0,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60050305/motor-vehicles-motor-cycles/2009-isuzu-d-max-4x2-ls-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,76,"$7,700",11 March 2026
2005,KIA,Carnival,LS,People Mover,Automatic,Petrol,265246,8.0,KNAMB763366048674,No plates,Unregistered,6,3.8,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60050281/motor-vehicles-motor-cycles/2005-kia-carnival-ls-automatic-8-seats-people-mover,Please refer to the photos or arrange inspection to view the condition of this vehicle.,4,$309,11 March 2026
2005,HOLDEN,Viva,JF,Hatchback,Manual,Petrol,232599,5.0,KL3NF48BJ6K307476,No plates,Unregistered,4,1.8,Orange,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60050280/motor-vehicles-motor-cycles/2005-holden-viva-jf-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,12,$909,11 March 2026
2017,HOLDEN,Trax,LT TJ,Wagon,Automatic,Petrol,122114,5.0,KL3BA7689HB167195,No plates,Unregistered,4,1.4,Dark Grey,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714915/motor-vehicles-motor-cycles/2017-holden-trax-lt-tj-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn both
Large Scuff on Front bumper",37,"$5,000",11 March 2026
2017,FORD,Ranger,XL 4X4 PX II,Cab Chassis,Manual,Diesel,243439,2.0,MNAUMAF50HW686343,No plates,Unregistered,5,3.2,White,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714914/motor-vehicles-motor-cycles/2017-ford-ranger-xl-4x4-px-ii-turbo-diesel-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Seat Torn RHS
Large Dent on LHF guard plus door",131,"$9,100",11 March 2026
2011,LAND,Rover,Discovery 3.0 SDV6 HSE Series 4 TDl,Wagon,Automatic,Diesel,260987,7.0,SALLAAAF3BA592534,No plates,Unregistered,6,3.0,Gold,Tan Leather,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714897/motor-vehicles-motor-cycles/2011-land-rover-discovery-3-0-sdv6-hse-series-4-tdl-auto-7-seats-wagon,"Windscreen Chipped or Cracked.
Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Door card Worn.
Back Seat Stains.
Hood Lining Sagging
Paint fading Bonnet",83,"$5,000",11 March 2026
2010,HYUNDAI,Ix35,ELITE AWD LM,Wagon,Automatic,Diesel,387986,5.0,KMHJU81VSBU214786,No plates,Unregistered,4,2.0,Green,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714877/motor-vehicles-motor-cycles/2010-hyundai-ix35-elite-awd-lm-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Hail damage visible.
Medium Scratch on Front bumper
Paint peeling Rear bumper and tailgate",22,"$2,009",11 March 2026
2007,FORD,Escape,XLT ZC,Wagon,Automatic,Petrol,184873,5.0,LFAYTZLNX72000999,No plates,Unregistered,4,2.3,Blue,Grey,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714867/motor-vehicles-motor-cycles/2007-ford-escape-xlt-zc-automatic-wagon,"Seats and Upholstery: Fair
Controls and Dash: Fair
Paint & Panel: Poor
Exterior: Marks, dents and scratches, paint faded",9,$709,11 March 2026
2011,NISSAN,Navara,4x4 ST-X550 D40 Dual,Dual Cab,Automatic,Diesel,299167,5.0,VSKCAND40A0443491,No plates,Unregistered,6,3.0,Dark Grey,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714901/motor-vehicles-motor-cycles/2011-nissan-navara-4x4-st-x550-d40-turbo-diesel-automatic-dual-cab,"Front Seat Stains Front seats
Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Large Scratch on Front bumper, rear bumper, LHR guard, LHF LHR doors,
Large Dent on LHF LHR doors, LHR guard, RHR guard
Medium Scuff on RHR guard, tailgate, LHR guard
Seat Torn drivers seat",39,"$4,000",12 March 2026
2010,FORD,Mondeo,LX TDCi MB,Hatchback,Automatic,Diesel,138808,5.0,WF0EXXGBBEAT01643,No plates,Unregistered,4,2.0,Silver,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50714900/motor-vehicles-motor-cycles/2010-ford-mondeo-lx-tdci-mb-turbo-diesel-automatic-hatchback,"Other Warning light ON
Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Seat Torn Rear middle,
Medium Scratch on Rear bumper",8,$609,12 March 2026
2005,SUBARU,Liberty,2.0i B4,Sedan,Automatic,Petrol,159325,5.0,JF1BL5KS56G021397,No plates,Unregistered,4,2.0,Black,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714866/motor-vehicles-motor-cycles/2005-subaru-liberty-2-0i-b4-automatic-sedan,"Interior: Cracking dashboard, Exterior:Unknown mechanical issues, Tilt tray requird for collection. Marks, dents & scratches., Engine & Mechanical: ABS Light On, Engine Light On",3,$209,11 March 2026
2008,MAZDA,Bt-50,DX B3000 Dual,Cab Chassis,Manual,Diesel,229113,5.0,MM0UNY0E300680791,No plates,Unregistered,4,3.0,White,Black,Yes,No,Yes,No,No,QLD,https://www.grays.com/lot/0001-50714865/motor-vehicles-motor-cycles/2008-mazda-bt-50-dx-b3000-turbo-diesel-manual-dual-cab,"Engine idling rough
Dents or marks on body consistent with age and kilometres.
Door card Worn.
Front Seat worn Driver
Flat Battery. Jump start or towing required
Reverse Camera Not Working
Radio Not Working
Engine Smoke visible
Paint fading Over vehicle",8,$709,11 March 2026
2009,PEUGEOT,308,XSE TURBO TOURING,Wagon,Automatic,Petrol,156074,5.0,VF34H5FTF55374068,No plates,Unregistered,4,1.6,Silver,Black,Yes,No,No,No,No,QLD,https://www.grays.com/lot/0001-50714864/motor-vehicles-motor-cycles/2009-peugeot-308-xse-turbo-touring-automatic-wagon,"Engine & Mechanical: Engine Light On, Gearbox require attention, oil mixed in the coolant, bonnet release requires attention, paint fading multiple panels, medium dents rhf and lhf guard, unknown mechanical issues and tilt tray required for attention",2,$109,11 March 2026
1999,ALFA,Romeo,156 V6 24V,Sedan,Automatic,Petrol,236332,5.0,ZAR93200000082497,No plates,Unregistered,6,2.5,White,Red Leather,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714862/motor-vehicles-motor-cycles/1999-alfa-romeo-156-v6-24v-automatic-sedan,"Airbag light ON
Other Warning light ON
Front Seat Scratches Front seats
Flat Battery. Jump start or towing required
Dents or marks on body consistent with age and kilometres.
Windscreen Cracked
Engine idling rough",4,$209,11 March 2026
2005,AUDI,A6,2.4 C6,Sedan,CVT,Petrol,212843,5.0,WAUZZZ4F26N107754,No plates,Unregistered,6,2.4,Black,Black Leather,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50714861/motor-vehicles-motor-cycles/2005-audi-a6-2-4-c6-cvt-sedan,"Exterior: Marks, Dents & Scratches, paint fading multiple panels, front seats require attention, LH taillight broken, windscreen chipped Engine & Mechanical: Epc light on, intermitant stalling, flat battery, engine noise observed, gearbox boot requires attention, unknown mechanical issues, tilit tray required for collection",2,$109,11 March 2026
2013,HYUNDAI,Veloster,SR TURBO FS,Coupe,Automatic,Petrol,145264,4.0,KMHTC61EMDU176457,No plates,Unregistered,4,1.6,Red,Black Leather,Yes,No,No,No,No,QLD,https://www.grays.com/lot/0001-50714859/motor-vehicles-motor-cycles/2013-hyundai-veloster-sr-turbo-fs-automatic-coupe,"Door card Worn.
Front Seat worn Both seats
Seat Torn Driver seat
Hood Lining Sagging
Engine and EPS warning lights on, unknown mechanical issues
Dents or marks on body consistent with age and kilometres.Tilt tray required for collection, Flat Battery
Paint fading Multiple panels
Paint peeling Side mirrors
Large Dent on Rh rear guard",26,"$1,309",11 March 2026
1998,TOYOTA,Vienta,Grande MCV20R,Sedan,Automatic,Petrol,341573,5.0,6T153XK200X547044,No plates,Unregistered,6,3.0,Green,Brown,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50714857/motor-vehicles-motor-cycles/1998-toyota-vienta-grande-mcv20r-automatic-sedan,"Exterior: Marks, dents and scratches, Paint sun damaged and Faded. Interior Weather damaged. Mechanical: WIll not run without external battery connected, Flat Battery, Tilt Tray required for collection.",3,$209,11 March 2026
2010,VOLKSWAGEN,Passat,118 TSI 3C,Wagon,Automatic,Petrol,172781,5.0,WVWZZZ3CZAE121227,No plates,Unregistered,4,1.8,Silver,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714856/motor-vehicles-motor-cycles/2010-volkswagen-passat-118-tsi-3c-automatic-wagon,"Engine noise observed.
Flat Battery. Jump start or towing required
Engine lacks power
Engine idling rough
Engine light ON
Other Warning light ON
Dents or marks on body consistent with age and kilometres.",8,$409,11 March 2026
2000,MITSUBISHI,Pajero,GLS NM,Wagon,Automatic,Petrol,335098,7.0,JMFLYV75W1J005306,No plates,Unregistered,6,3.5,Black,Black Leather,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50714854/motor-vehicles-motor-cycles/2000-mitsubishi-pajero-gls-nm-automatic-7-seats-wagon,"Paint fading Various panels
Engine light ON
Engine idling rough
Driveline requires attention, recommend inspection by qualified third party
Flat Battery. Jump start or towing required
Windscreen Chipped or Cracked.
Seat Torn RHF
Front Seat worn LHF
Medium Dent on Roof
Rear Cracked bumper.
Paint peeling Bonnet
Hail damage visible.
Dents or marks on body consistent with age and kilometres.",7,$609,11 March 2026
2012,BMW,X3,xDrive 20i F25,Wagon,Automatic,Petrol,189419,5.0,WBAWX320200B25070,No plates,Unregistered,4,2.0,Black,Tan Leather,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50714880/motor-vehicles-motor-cycles/2012-bmw-x3-xdrive-20i-f25-automatic-8-speed-wagon,"Timing Chain requires replacement
Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",32,"$2,600",10 March 2026
